category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Math,Junior (Grade 7-10),Find the values of x using the algebraic method:  3x^2 - 13x + 14 ≥ 0,7/3 ≥ x ≥ 2,7/3 ≤ x ≤ 2,x ≤ 2,x ≥ 7/3,7/3 ≤ x ≤ 2,1,Difficult
Math,Junior (Grade 7-10),Find the values of x using the graphical method:  x^2 - 5x - 14 < 0,x < -2, -2 < x < 7,x < 7,-2 > x > 7, -2 < x < 7,1,Difficult
Math,Junior (Grade 7-10),Find the values of x using the algebraic method:  6x^2 - 23x - 18 < 0,-2/3 > x > 9/2,x < 9/2,-2/3 < x < 9/2,x < -2/3,-2/3 < x < 9/2,1,Difficult
Math,Junior (Grade 7-10),Find the values of x using the graphical method: 11x^2 - 35x  ≥ 0,0 ≤ x ≤ 35/11,x ≤ 0,x ≥ 35/11,All real numbers,All real numbers,1,Difficult
Math,Junior (Grade 7-10),Hazel's daily profit for selling books is described by the formula P = -x^2 + 80x - 1500. What should be the value of x if her profit is positive? ,30 > x > 50,30 < x > 50,30 > x < 50,30 < x < 50,30 < x < 50,1,Difficult
Math,Junior (Grade 7-10),"If an arrow is shot upward, its height in meters after t seconds is given by h = -9.8t^2 + 147t. During what interval of time will the arrow be higher than 529.2 meters?",3s < x < 9s,6s < x < 9s,9s > x < 6s,6s < x > 9s,6s < x < 9s,1,Difficult
Math,Junior (Grade 7-10),"The cost of produsing x units is C = x^2 + 6x, and the revenue generated from sales is R = 2x^2 + x. Determine the number of units to be sold in order to generate a profit. ",x < 5,x < 10,x > 5,x > 10,x > 5,1,Difficult
Math,Junior (Grade 7-10),The daily profit that Mica makes in selling cakes is determined by the formula P = x^2 + 5x - 50. What values of x will make her profit positive? Select the correct answer.,x < 5,x > 5 ,x ≥ 5,x ≤ 5,x > 5 ,1,Difficult
Math,Junior (Grade 7-10),Mike throws a baseball upwards with an initial velocity of 64 feet per second from an altitude of 6 feet. During what period of time will the ball be greater than 54 feet high? Select the correct answer.,3s < t < 1s,1s < t < 3s,3s > t < 1s,1s < t > 3s,1s < t < 3s,1,Difficult
Math,Junior (Grade 7-10),A bungee jumper jumps from a height of 200 meters. What is the vertical motion model for s(t) that is the height at time t in meters? The velocity of the jumper is 3m/s.,s(t) = 4.9t^2 + 3t + 200,s(t) = -4.9t^2 + 3t + 200,s(t) = 9.8t^2 + 3t + 200,s(t) = -9.8t^2 + 3t + 200,s(t) = -4.9t^2 + 3t + 200,1,Difficult
Math,Junior (Grade 7-10),A bungee jumper jumps from a height of 200 meters. What is the vertical motion model for s of t that is th with a velocity of 3 m/s. What is the height at time t in feet? There are aproximately 3 feet in a meter.,s(t) = -9.8t^2 + 9t + 600,s(t) = 4.9t^2 + 9t + 600,s(t) = 9.8t^2 + 9t + 600,s(t) = -4.9t^2 + 9t + 600,s(t) = -9.8t^2 + 9t + 600,1,Difficult
Math,Junior (Grade 7-10),"A movie theater has seats for 1000 per screening. All tickets were sold out on all screenings. Tickets currently cost PHP 180.00 and the owner wants to increase this price. She estimated that for every PHP 20.00 increase, 100 fewer people will come. What ",y = -4000x^2 + 4000x + 360000,y = -2000x^2 + 2000x + 180000,y = -3000x^2 + 3000x + 270000,y = -1000x^2 + 1000x + 90000,y = -2000x^2 + 2000x + 180000,1,Difficult
Math,Junior (Grade 7-10),Describe the graph of the given function. F(x) = 4x^2 - 2x - 2. Select the correct answer.,Parabola opening upward,Parabola opening downward,Parabola opening to the left ,Parabola opening to the right,Parabola opening upward,1,Difficult
Math,Junior (Grade 7-10),Present the given function as an equation.  F(x) = 4x^2 - 2x - 2. Select the correct answer.,4x^2 - 3x - 2 = 0,4x^2 - 2x - 2 = 2,4x^2 - 2x - 3 = 0,4x^2 - 2x - 2 = 0,4x^2 - 2x - 2 = 0,1,Difficult
Math,Junior (Grade 7-10),What are the roots of this function?  F(x) = 4x^2 - 2x - 2. Select the correct answer.,1/2 and 1,-1/2 and 1,-1/2 and -1,1/2 and -1,-1/2 and 1,1,Difficult
Math,Junior (Grade 7-10),Transform the following into y = a(x-h)^2 + k:  y = -2x + 3,(x-1)^2 - 6,(x+1)^2 - 6,(x-1)^2 - 8,(x+1)^2 - 8,(x+1)^2 - 8,1,Difficult
Math,Junior (Grade 7-10),Transform the following into y = a(x-h)^2 + k: x^2 = 3x -7,(x-3/2)^2 + 37/4,(x-3/4)^2 + 37/4,(x+3/2)^2 - 37/4,(x-3/4)^2 - 37/4,(x+3/2)^2 - 37/4,1,Difficult
Math,Junior (Grade 7-10),Transform the following into y =  a(x-h)^2 + k: x^2 -x + 3,(x-1/2)^2 + 3,(x-1/2)^2 + 11/4,(x-2)^2 + 11/4,(x-1/4)^2 + 11/4,(x-1/2)^2 + 11/4,1,Difficult
Math,Junior (Grade 7-10),Transform the following into y = ax^2 + bx + c: -2(x - 1)^2 - 5,-2x^2 - 4x - 3,-2x^2 + 4x - 7,-2x^2 - 4x - 7,2x^2 - 4x + 3,-2x^2 + 4x - 7,1,Difficult
Math,Junior (Grade 7-10),Transform the following into y = ax^2 + bx + c:  2(x - 1/3)^2 - 5/9,2x^2 - 4/3x + 1/3,2x^2 + 4/3x - 1/3,2x^2 - 4/3x - 1/3,2x^2 + 4/3x + 1/3,2x^2 - 4/3x - 1/3,1,Difficult
Math,Junior (Grade 7-10),Determine the domain and range of the given quadratic function:  -x^2 - 2x + 3,Domain: {x|x ∈ R } Range: { y|y ≤ 4 },Domain: {x|x ∈ R } Range: { y|y ≥ 4 },Domain: {x|x ∈ R } Range: { y|y ≥ -4 },Domain: {x|x ∈ R } Range: { y|y ≤ -4 },Domain: {x|x ∈ R } Range: { y|y ≤ 4 },1,Difficult
Math,Junior (Grade 7-10),Determine the intercepts of the given quadratic function: -x^2 - 2x + 3,x-intercepts: 1 and 3 y-intercept: -3,x-intercepts: 1 and 3 y-intercepts: 3,x-intercepts:-1 and 3 y intercepts: 3,x-intercepts: 1 and -3 y intercepts:3,x-intercepts: 1 and -3 y intercepts:3,1,Difficult
Math,Junior (Grade 7-10),Determine the vertex and axis of symmetry of thegiven quadratic function: x^2 + 4x - 5,"Vertex: (2,-9) Axis of symmetry: -2","Vertex: (2,9) Axis of symmetry: 2","Vertex: (-2,9) Axis of symmetry: -2","Vertex: (-2,-9) Axis of symmetry: -2","Vertex: (-2,-9) Axis of symmetry: -2",1,Difficult
Math,Junior (Grade 7-10),What is the graph of -x^2 - x + 6? Select the correct answer.,Orange parabola,Blue parabola,Green parabola,Red parabola,Blue parabola,1,Difficult
Math,Junior (Grade 7-10),What variable in the equation  y = a(x+h)^2 + k can change the horizontal location of the vertex? Select the correct answer.,y,k,a,h,h,1,Difficult
Math,Junior (Grade 7-10),What is the direction of the opening of the parabola common to these three functions? y = 3(x-1)^2 + 3 ; y = 7(x-1)^2 + 3 and y = 9(x-1)^2 + 3,Downward,Right Side,Left Side,Upward,Upward,1,Difficult
Math,Junior (Grade 7-10),What is the graph of the function if a = 0? Select the correct answer.,Parabola,Line,Curve,Inscribe,Line,1,Difficult
Math,Junior (Grade 7-10),"Identify the equation of the quadratic function: Zeroes: -4, -1",x^2 + 3x + 4,x^2 - 5x + 4,x^2 - 3x + 4,x^2 + 5x + 4,x^2 + 5x + 4,1,Difficult
Math,Junior (Grade 7-10),"Identify the equation of the quadratic function: Zeroes: -7, 2", x^2 - 5x - 14, x^2 - 5x - 14, x^2 - 5x + 14, x^2 + 5x + 14, x^2 - 5x - 14,1,Difficult
Math,Junior (Grade 7-10),"An apple fall from a tree that is 60 feet tall. What is the height of the apple 1 second after it was dropped? Use the vertical motion model, h = -10t^2 + 60 where t is the time in seconds, and h is the height in feet. Consider the given problem. Find the",5 ft.,76 ft.,70 ft.,50 ft.,50 ft.,1,Difficult
Math,Junior (Grade 7-10),The product of two consecutive odd integers is 143. Find the numbers. ,13 and -11,11 and 13, -13 and 11, -13 and -11, -13 and -11,1,Difficult
Math,Junior (Grade 7-10),The length of a rectangle is ten times more than its width. The area is 144 sq. cm. Find its dimensions.,8 and 16,8 and 11, -8 and 10,-8 and 12,8 and 16,1,Difficult
Math,Junior (Grade 7-10),Chris has a Rubik's cube. Its side measures 2x + 2 cm. What is the measure of its side if its area is 16 sq. cm.? Select the correct answer.,8 cm,4 cm,6 cm,2 cm,4 cm,1,Difficult
Math,Junior (Grade 7-10),"Fill in the blank. As the value of radius of a circle increases, its circumference _______. Select the correct answer.",continuously moving,stays constant,decreases,increases,increases,1,Difficult
Math,Junior (Grade 7-10),The value of ∏ is ______ if the volume and the height of the cone increases. Select the correct answer.,increasing,continuously increasing,decreasing,constant,constant,1,Difficult
Math,Junior (Grade 7-10),"If y varies jointly as x and z, and y= 6.1 when x=17 and z=23. Find the value of y when x=21 and z=34.",11.14,4.93,8.51,7.63,11.14,1,Difficult
Math,Junior (Grade 7-10),"Myrna hits the ball upward. The distance from the ball's maximum height varies directly to the square of the time it has fallen. If the ball fell 1.5 ft. during the first half second, how far did it fall during the next two seconds? What variation was use",Direct Square Variation,Direct Linear variation,Direct Inverse Variation,Direct Variation,Direct Square Variation,1,Difficult
Math,Junior (Grade 7-10),"Myrna hits the ball upward. The distance from the ball's maximum height varies directly to the square of the time it has fallen. If the ball fell 1.5 ft. during the first half second, how far did it fall during the next two seconds? Find the value of k. ",9,0.75,6,3,6,1,Difficult
Math,Junior (Grade 7-10),"Myrna hits the ball upward. The distance from the ball's maximum height varies directly to the square of the time it has fallen. If the ball fell 1.5 ft. during the first half second, how far did it fall during the next two seconds? What is the value of y",37.5 ft.,6 ft.,24 ft.  ,12 ft.,24 ft.  ,1,Difficult
Math,Junior (Grade 7-10),and its resources. 50 workers can make as much as 375 products per day having 100 necessary resources. How many products can 80 workers make with the same number of resources each day? What is the value of the constant of variation? ,0.05,0.75,0.005,0.075,0.075,1,Difficult
Math,Junior (Grade 7-10),The number of products produces in a day varies jointly to the number of workers and its resources. 50 workers can make as much as 375 products per day having 100 necessary resources. How many products can 80 workers make with the same number of resources,700,600,400,500,600,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. (xy^2z^3)^-5/ (xy^2z^3)^-5,x^2y^4z^6,1/xy^2z^3,1,0,1,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. 5y^3(y^5)^2 * 10y^5(y^2)^6,50y^25,50y^20,50y^30,50y^50,50y^30,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. -25p^-4j^2 * j^-2/(5pj)^2, - 1/pj^2, - 1/p^6j^2, - 1/p^6j, - 1/j^6p^4, - 1/p^6j^2,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. (-(127a^-1b^3)^-1)^2,"a^-2/1,126b^12",a^2/127^2b^6,127a^2/b^6,a/127^3b^2,a^2/127^2b^6,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. (x^0y^-6 8 * x^-4/y) + x,1/x^4y^7 + x,x + 1/y^7 - 1/x^4,1/x + 1/x^4y^6,x,1/x^4y^7 + x,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. (-27x^3)^1/3,3x,x, -3x,-3, -3x,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. {[(256 + y)]^1/3)^3,256 - y,256y,256 + y^3,256 + y,256 + y,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. 1/16^1/2,1/8,1/5,1/4,1/2,1/4,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression.  a^8/3a^1/3/a^2,a^3,a^2,a,a2,a,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression.  16a^8a^-2/20a^2a^4b^-2,4b^2/5a^8,4b^2/5a^16, -4b^2/5a^-16,4a/5ab^12,4b^2/5a^16,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. 2^1/2 - 3a^1/2b,√2- b√3a,√2 - 3b√3a^2,√2 - √3ab,√2 - 3b√a,√2 - 3b√a,1,Difficult
Math,Junior (Grade 7-10),Transform the following expression to radicals: xy^1/2 + (8x)^1/3y,√xy + 3√8xy,x√y + y^3√8x,x√y + 3√8xy,√xy + y^3√8x,x√y + y^3√8x,1,Difficult
Math,Junior (Grade 7-10),Transform the following radicals to expressions with rational exponents. √2xy + 3√3x,2xy^1/2 + 3z^1/3,2xy^1/2 + (3z)^1/3,(2xy)^1/2 + (3z)^1/3,2^1/2x^1/2y^1/2 + 3z^1/3,(2xy)^1/2 + (3z)^1/3,1,Difficult
Math,Junior (Grade 7-10),Transform the following radicals to expressions with rational exponents. 3√a√b^4√c + ab^3c^2,a^1/3b^1/2c^1/4 + a^3√b√c,a^1/3b^1/2c^1/4 + a^3b^2c,a^1/3b^1/2c^1/4 + ab^1/3c^1/2,a^1/3b^1/2c^1/4 + ab^3c^2,a^1/3b^1/2c^1/4 + ab^3c^2,1,Difficult
Math,Junior (Grade 7-10),Which of the following is equivalent to the given expression?  a^1/n/b^1/n,n√a . 1/b√n,n√ab/n√b,n√a . 1/n√b,n√a/n√ab,n√a . 1/n√b,1,Difficult
Math,Junior (Grade 7-10),Which of the following is equivalent to the given expression?  n√ab,n√a^nb^n,n√ab,n√a . b,n√a^n√b,n√a^n√b,1,Difficult
Math,Junior (Grade 7-10),Which of the following is equivalent to the given expression?  a^1/nb^1/n,n√a^n√b,a^n√b,n√a . b,a/n√b,n√a^n√b,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. 4√25^4y,25x√xy,4xy√xy,16x√y,20x^2√y,20x^2√y,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. √49x^3y^2,7y√x^2,7xy√x,7x^2√y,7xy√y,7xy√x,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. 12√(x^7y^3)^5,xy12√x^11y^3,x^2y12√x^11y^3,x^2y12√x^11y^3,x^2y^212√x^11y,x^2y12√x^11y^3,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. √16x/9y^6,4√x/3y^3,4√x/3y,4√x/3y^2,4√x/3y^5,4√x/3y^3,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. √1/125,1 / 6√5,1 / 2√5,1 / 5√5,1 / 3√5,1 / 5√5,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. 5√32x^7y^3/243,5x^5√2x^2y^3 / 4,2x^5√x^2y^3 / 3,3x^5√4x^2y^3 / 2,4x^5√3x^2y^3 / 3,2x^5√x^2y^3 / 3,1,Difficult
Math,Junior (Grade 7-10),Simplify the given expression. 3√48x^2y^3/36x^-2,2x^3y√2y,2xy√4y,2x^2  3√3y,2x^2y√3y,2x^2y√3y,1,Difficult
Math,Junior (Grade 7-10),Find the sum of 2√5 + 10√5,5√5,√5,8√5,12√5,12√5,1,Difficult
Math,Junior (Grade 7-10),Find the difference of x√72x - 4x√8x,13x^2√2x, -2x√2x, -4x√2x, -3x√2x, -2x√2x,1,Difficult
Math,Junior (Grade 7-10),Find the difference of xy 4√3 - 4√27,(xy-3) 4√3,(xy-9) 4√3,(3-xy) 4√3,(xy+9) 4√3,(xy-3) 4√3,1,Difficult
Math,Junior (Grade 7-10),Find the sum of 2√xy^3 + 10√x^3y,None,12xy√xy,12√x^3y^3+xy^3,12√x^3y^3,None,1,Difficult
Math,Junior (Grade 7-10),Find the sum of 3x^2 - 4√100x^3 + y√100x^5,(30x^3-40x+10x^2y)√10x,(30x^3-40x+10xy^2)√10x,(30x^3-40xy+10x^2)√10x,(30x^3-40^2x+10x^2y)√10x,(30x^3-40x+10x^2y)√10x,1,Difficult
Math,Junior (Grade 7-10),Find the sum of 2√5 + 10√. Select the correct answer.,√5,12√5,8√5,5√5,12√5,1,Difficult
Math,Junior (Grade 7-10),Find the sum of x√72x - 4x√8x. Select the correct answer., -2x√2x, -3x√2x, -4x√2x,13x^2√2x, -2x√2x,1,Difficult
Math,Junior (Grade 7-10),Find the sum of xy^4√3 - ^√27. Select the correct answer.,(xy-9) 4√3,(xy+9) 4√3,(3-xy) 4√3,(xy-3) 4√3,(xy-3) 4√3,1,Difficult
Math,Junior (Grade 7-10),Find the sum of 2√xy^3 + 10√x^3y. Select the correct answer.,12xy√xy,12√x^3y^3,12√x^3y^3+xy^3,None,None,1,Difficult
Math,Junior (Grade 7-10),Find the sum of 3x^2 - 4√100x^3 + y√100x^5. Select the correct answer.,(30x^3-40x+10xy^2)√10x,(30x^3-40^2x+10x^2y)√10x,(30x^3-40xy+10x^2)√10x,(30x^3-40x+10x^2y)√10x,(30x^3-40x+10x^2y)√10x,1,Difficult
Math,Junior (Grade 7-10),Find the value of x in the given radical equation. 2√x = 4,4,5,8,6,4,1,Difficult
Math,Junior (Grade 7-10),Find the value of x in the given radical equation. 1= √x/3,9,6,12,3,9,1,Difficult
Math,Junior (Grade 7-10),Find the value of x in the given radical equation. √x^2+10x+25 = 0,50,0,5,-5,-5,1,Difficult
Math,Junior (Grade 7-10),Find the value of x in the given radical equation. √7x+2 = 3,-1,-3,2,1,1,1,Difficult
Math,Junior (Grade 7-10),Find the value of x in the given radical equation. X + 3 = √x+5,-1,-3,5,1,-1,1,Difficult
Math,Junior (Grade 7-10),"If the length of a square is 15 inches, what is the length of the diagonal if the diagonal of a square can be expressed by the formula d = √2a, where a is the length of the square? Round the answer to the nearest hundredth.",18.04 inches,23.41 inches,19.82 inches,21.21 inches,21.21 inches,1,Difficult
Math,Junior (Grade 7-10),"In a small store, the number of potatoes sold each day can be modeled by the equation, y = 1,500√0.25x+4, where x is the number of days past since Monday. On what day will 3,000 potatoes be sold?",Monday,Sunday,Saturday,Wednesday,Sunday,1,Difficult
Math,Junior (Grade 7-10),"Filipinos love to eat mangoes during the summer. The average amount consumed (in pounds per person) between 1980 to 2015 is given by the equation y = √25x+280, where x is the number of years since 1980. In what year were about 30 pounds of mangoes consume",year 1995,year 1998,year 2001,year 2005,year 2005,1,Difficult
Math,Junior (Grade 7-10),"Filipinos love to eat mangoes during the summer. The average amount consumed (in pounds per person) between 1980 to 2015 is given by the equation y = √25x+280, where x is the number of years since 1980. In what year were about 30 pounds of mangoes consume",year 2005,year 1995,year 2001,year 1998,year 2005,1,Difficult
Math,Junior (Grade 7-10),"The number of bacteria in a bucket of water after disinfection can be measured by the equation y = 5500√0.025x+0.1, where x is the number of minutes past. At what time are there 3,000 bacteria left in the bucket of water?",14 minutes later,20 minutes later,2 minutes later,8 minutes later,8 minutes later,1,Difficult
Math,Junior (Grade 7-10),Which of the following is not common in parallelograms? Select the correct answer.,Opposite sides of parallelograms are parallel.,All the angles of parallelograms are right angles.,Opposite sides of parallelograms are congruent.,All of the choices.,All the angles of parallelograms are right angles.,1,Difficult
Math,Junior (Grade 7-10),Which among the following quadrilaterals is not a parallelogram? Select the correct answer.,Rectangle,Rhombus,Trapezoid,Square,Trapezoid,1,Difficult
Math,Junior (Grade 7-10),I have four right angles and I have two pairs of congruent and parallel sides. A pair is longer than the other. What quadrilateral is being describes as a parallelogram? Select the correct answer.,Rectangle,Trapezoid,Rhombus,Square,Rectangle,1,Difficult
Math,Junior (Grade 7-10),I have no right angles but opposite sides and angles are equal. What quadrilateral is being described as a parallelogram? Select the correct answer.,Square,Rectangle,Rhombus,Trapezoid,Rhombus,1,Difficult
Math,Junior (Grade 7-10),I have all my four angles measuring 90° and all my sides are equal in length. What quadrilateral is being described as a parallelogram? Select the correct answer.,Triangle,Square,Rhombus,Rectangle,Square,1,Difficult
Math,Junior (Grade 7-10),Which of the following does not describe a quadrilateral that is a parallelogram? Select the correct answer.,has a pair of parallel and congruent opposite sides,has a pair of perpendicular and congruent opposite sides,has a pair of sides with different length,has two pairs of equivalent opposite angles,has a pair of sides with different length,1,Difficult
Math,Junior (Grade 7-10),"What do you call the segment that connects the midpoints of the two adjacent side of a triangle, that is also parallel to ang half as long as the third side? Select the correct answer.",Parallel line,Congruent,Midline,Perpendicular line,Midline,1,Difficult
Math,Junior (Grade 7-10),What will be formed after cutting away the upper triangle when we draw a midline? Select the correct answer.,Rectangle,Square ,Triangle,Parallelogram,Parallelogram,1,Difficult
Math,Junior (Grade 7-10),"An equilateral triangle has one side measuring 10 cm. If we draw a midline, it will form a parallelogram. What will be the area of the parallelogram? Select the correct answer.",25 cm^2,100 cm^2,50 cm^2,75 cm^2,50 cm^2,1,Difficult
Math,Junior (Grade 7-10),Determine the property applied in the given proportion. 6/4 = 48/32 → 4/6 = 48/32,Upside-Down Property,Cross-Product Property,Means Switching Property,Denominator Addition Property,Upside-Down Property,1,Difficult
Math,Junior (Grade 7-10),Determine the property applied in the given proportion. 2/7 = 14/49 → 49/3 = 8/2 → 2/14 = 7/49,Denominator Addition Property,Upside-Down Property,Means Switching Property,Cross-Product Property,Means Switching Property,1,Difficult
Math,Junior (Grade 7-10),Determine the property applied in the given proportion. 4+13/13 = 28+91/91,Cross-Product Property,Denominator Addition Property,Means Switching Property,Upside-Down Property,Denominator Addition Property,1,Difficult
Math,Junior (Grade 7-10),"Identify the postulate being described: If two angles of one triangle are congruent to two angles of another triangle, then the triangles are similar. Select the correct answer.",Right Triangle Similarity Theorem,AA Similarity Theorem,SSS SImilarity Theorem,SAS Similarity Theorem,AA Similarity Theorem,1,Difficult
Math,Junior (Grade 7-10),"Identify the postulate being described: If an angle of one triangle is congruent to an angle of a second triangle and the pairs including the angle are proportional, then the triangles are similar. Select the correct answer.SAS Similaity Theorem",AA Similarity Theorem,Square Number,Right Triangle Similarity Theorem,SSS Similarity Theorem,AA Similarity Theorem,1,Difficult
Math,Junior (Grade 7-10),"Identify the postulate being described: If the three sides of one triangle are proportional to the three corresponding sides of a second triangle, then the triangles are similar. Select the correct answer.",AA Similarity Theorem,SAS Similarity Theorem,SSS SImilarity Theorem,Right Triangle Similarity Theorem,SSS SImilarity Theorem,1,Difficult
Math,Junior (Grade 7-10),What kind of triangle is the Pythagorean Theorem about? Select the correct answer.,Similar Triangle,Square Number,Triangular Number,Right Triangle,Right Triangle,1,Difficult
Math,Junior (Grade 7-10),What is the formulafor the Pythagorean Theorem? Select the correct answer.,(a + b)^2 = c^2,a^2 + b^2 = c^2,(a^2 + b^2) + c = c,(a^2 + b^2) + c^2 = d,a^2 + b^2 = c^2,1,Difficult
Math,Junior (Grade 7-10),"Complete the Pythagorean Theorem statement: ""The _______ of a right triangle is equal to the sum of the squares on its two legs."" Select the correct answer.",square of the tangent,square of the hypotenuse,square of the opposite,square of a leg,square of the hypotenuse,1,Difficult
Math,Junior (Grade 7-10),What are the two useful formulas in proving the Pythagorean Theorem? Select all possible answers.,A = c^2; A = 1/2 (ab),(a + b)^2 = c^2; A = c^2,A = (a + b)^2; (a + b)^2 = c^2,A = 1/2 (ab),A = c^2; A = 1/2 (ab),1,Difficult
Math,Junior (Grade 7-10),Two legs of a right triangle measure 5 cm and 12 cm respectively. Find the hypotenuse. Select the correct answer.,12 cm.,13 cm.,11 cm.,10 cm.,13 cm.,1,Difficult
Math,Junior (Grade 7-10),Which of the following choices is describing the length of the sides of a right triangle? Select the correct answer.,"8, 12, 15","1, 2, 2003","3, 6, 2009","8, 6, 10","8, 6, 10",1,Difficult
Math,Junior (Grade 7-10),Ana is flying a kite at a 60-degree angle. The string of the kite is 75 meters. What is the working equation of the problem? Select the correct answer.,sin 60° = 75/x,tan 60° = 75/x,sin 60°=x/75,tan 60°= x/75,sin 60°=x/75,1,Difficult
Math,Junior (Grade 7-10),Ana is flying a kite at a 60-degree angle. The string of the kite is 75 meters. How far is the kite above the ground? Select the correct answer.,64.95 meters,57.96 meters,129.90 meters,223.92 meters,64.95 meters,1,Difficult
Math,Junior (Grade 7-10),"Charles is standing on top of a 85 feet tall building and is looking at the park at an angle of depression 50°. Ignoring the height of Charles, how far is the park from the building? What is the working equation for the given problem? Select the correct a",tan 50° = 85/x,tan 50°= x/85,sin 50° = x/85,sin 50°=85/x,tan 50°= x/85,1,Difficult
Math,Junior (Grade 7-10),"Charles is standing on top of a 85 feet tall building and is looking at the park at an angle of depression 50°. Ignoring the height of Charles, how far is the park from the building? Select the correct answer.",101.30 feet,110.96 feet,71.32 feet,65.11 feet,101.30 feet,1,Difficult
Math,Junior (Grade 7-10),"A triangle has sides of lengths 2.8 inches, 3.2 inches, and 4.1 inches. What is the measurement of the largest angle?",60.1°,85.9°,71.8°,57.2°,85.9°,1,Difficult
Math,Junior (Grade 7-10),"Given α = 34°, β = 71° and α = 24 in, what is the measurement of side b?",40.6 in,26.1 in,51.2 in,17.6 in,40.6 in,1,Difficult
Math,Junior (Grade 7-10),"What is the pattern in the following sequence of numbers?  2, 8, 32, 124, 428, 1712",Addition of six,Multiply by four,None,Multiply by two and deduct one,Multiply by four,1,Difficult
Math,Junior (Grade 7-10),What is the pattern in the following sequence of numbers? 1.. 1.. 2.. 3.. 5.. 8.. 13.. 21.. 34..,Multiply the two consecutive,Addition of the two previous number,None,Multiply by two and deduct one,Addition of the two previous number,1,Difficult
Math,Junior (Grade 7-10),What is the pattern in the following sequence of letters? A.. A.. B.. B.. C.. C.. D.. D.. E.. E.. F,Repeat a letter twice,Repeat a letter twice alternalely,None,A smaller letter and its capital,A smaller letter and its capital,1,Difficult
Math,Junior (Grade 7-10),"What is the rule for the arithmetic sequence {1, -2/3, -7/3, -4, -17/3, …}? Select the correct answer.",xn = 1 + (n - 1)(-3/2),xn = 1 + (n - 1)(-5/3),xn = 1 + (n - 1)(2/3),xn = 1 + (n - 1)(3/5),xn = 1 + (n - 1)(-5/3),1,Difficult
Math,Junior (Grade 7-10),Find the common difference for the arithmetic sequence with a formula of xn = -n/2 + 3. Select the correct answer.,d = 1/3,d = -1/2,d = 1/7,d = -1/5,d = -1/2,1,Difficult
Math,Junior (Grade 7-10),Give the first three order pairs in graphing the arithmetic sequence generated by xn = -n/2 = 3. Select the correct answer.,"(1/3,1), (1,2), (1/5,3)","(5/2,1), (2,2), (3/2, 3)","(-1/2,1), (-1/4,2), (-1/6,3)","(3/2,1), (1/2,2), (3/2,1), (1/2,2), (1/4,3)","(5/2,1), (2,2), (3/2, 3)",1,Difficult
Math,Junior (Grade 7-10),"Find the arithmetic mean of the sequence. 5, 10, 15, 20, 25, 30, 35, 40, 45",15,25,20,30,25,1,Difficult
Math,Junior (Grade 7-10),"Find the arithmetic mean of the sequence. 2, 7, 12, 17, 22, 27, 32, 37, 42",27,25,22,24,22,1,Difficult
Math,Junior (Grade 7-10),"Find the 9th term of the sequence. 2, 6, 10, 14, 18, 22, 26, 30…",36,34,38,32,34,1,Difficult
Math,Junior (Grade 7-10),"Find the 17th term of the sequence. 250, 247, 244, 241, 238…",212,202,199,205,202,1,Difficult
Math,Junior (Grade 7-10),"Find the 32nd term of the sequence. 1, 9, 17, 25, 33, 41, 49, 57…",247,240,242,249,249,1,Difficult
Math,Junior (Grade 7-10),"Find the sum of the arithmetic sequence. 5, 10, 15, 20, 25, 30, 35, 40, 45",225,230,220,200,225,1,Difficult
Math,Junior (Grade 7-10),"Find the sum of the arithmetic sequence. 2, 10, 18, 26, 34, 42, 50, 58, 66",302,312,324,306,306,1,Difficult
Math,Junior (Grade 7-10),"Find the sum of the arithmetic sequence. 235, 230, 225, 220, 215, 210, 205",1520,1500,1540,1530,1540,1,Difficult
Math,Junior (Grade 7-10),"Find the sum of the first 15 terms of the arithmetic sequence. 2, 5, 8, 11, 14, 17…",345,300,390,295,345,1,Difficult
Math,Junior (Grade 7-10),"Find the sum of the first 22 terms of the arithmetic sequence. 3, 6, 9, 12, 15, 18…",754,758,759,757,759,1,Difficult
Math,Junior (Grade 7-10),Which of the following is a geometric sequence? Select the correct answer.,"{1/2,1/4,1/8,1/16,…}","{1,2,3,4,….}","{0.5, 0.25, 0.025,…}","{1,0,1,0,…}","{1/2,1/4,1/8,1/16,…}",1,Difficult
