category,year level,question,choice_a,choice_b,choice_c,choice_d,correct_answer,is_active,difficulty_level
Science,Senior (Grade 11-12),What type of interference results to a wave with amplitude less than the amplitude of the interfering waves?,Constructive interference,Collective interference,Instructive interference,Destructive interference,Destructive interference,1,Average
Science,Senior (Grade 11-12),The resultant wave in a constructive interference has an amplitude that is ________.,less than or equal to the amplitude of the interfering waves,greater than the amplitude of the interfering waves,equal to the amplitude of the interfering waves,less than the amplitude of the interfering waves,greater than the amplitude of the interfering waves,1,Average
Science,Senior (Grade 11-12),Mirage is the apparent ________ of the sky in water due to the refraction of light.,polarization,refraction,diffraction,reflection,reflection,1,Average
Science,Senior (Grade 11-12),What causes mirage?,reflection of light ray,bending of light ray,polarization of light ray,diffraction of light ray,bending of light ray,1,Average
Science,Senior (Grade 11-12),Which of the following describe/s the image formed on the concave part of the spoon?,Smaller and inverted,Smaller upright,Larger upright,Larger inverted,Smaller and inverted,1,Average
Science,Senior (Grade 11-12),Which of the following describe/s the image formed on the convex part of the spoon?,Larger inverted,Smaller upright,Smaller and inverted,Larger upright,Smaller upright,1,Average
Science,Senior (Grade 11-12),"When light is travelling parallel to the principal axis, how is it reflected from a concave mirror?",passing through the sides,straight back,passing through the focal point,passing through the center,passing through the focal point,1,Average
Science,Senior (Grade 11-12),"When light is travelling parallel to the principal axis, how is its extension reflected from a convex mirror?",passing through the center,straight back,passing through the side,passing through the focal point,passing through the focal point,1,Average
Science,Senior (Grade 11-12),Where is the image formed in the convex part of the spoon?,Within the intersections of the reflected ray and the ray passing through the center of curvature.,Within the intersections of the extensions of the reflected ray and the ray passing through the center of curvature.,at the focal point,At the center of curvature.,Within the intersections of the extensions of the reflected ray and the ray passing through the center of curvature.,1,Average
Science,Senior (Grade 11-12),Where is the image formed in the concave part of the spoon?,At the center of curvature.,Within the intersection of the extensions of the reflected ray and the ray passing through the center of curvature.,Within the intersections of the reflected ray and the ray passing through the center of curvature.,at the focal point,Within the intersections of the reflected ray and the ray passing through the center of curvature.,1,Average
Science,Senior (Grade 11-12),A red laser passes through a red cellophane more easily than in green cellophane because of ________.,Selective absorption,Scattering,Reflection,Selective transmission,Selective transmission,1,Average
Science,Senior (Grade 11-12),What happen to lights that did not pass through a filter?,dispersed,refracted,absorbed,transmitted,absorbed,1,Average
Science,Senior (Grade 11-12),What happen to lights that passed through a filter like cellophane?,transmitted,refracted,dispersed,absorbed,transmitted,1,Average
Science,Senior (Grade 11-12),The following color of light will pass through a blue filter EXCEPT,red,blue,violet,green,red,1,Average
Science,Senior (Grade 11-12),Choose the color of filter that will allow a green laser to pass through.,yellow and blue,blue and red,red and orange,orange and yellow,yellow and blue,1,Average
Science,Senior (Grade 11-12),Why clothes with certain colors appear different in articial light and in sunlight?,Because articial light and sunlight have different frequencies and objects reflect only the light the illuminating light has.,Because articial light and sunlight have different frequencies and objects disperse only the light the illuminating light has.,Because articial light and sunlight have different frequencies and objects transmit only the light the illuminating light has.,Because articial light and sunlight have different frequencies and objects refract only the light the illuminating light has.,Because articial light and sunlight have different frequencies and objects reflect only the light the illuminating light has.,1,Average
Science,Senior (Grade 11-12),Rainbows are formed due to ________ of white light,Refraction,Dispersion,Reflection,All of the above.,All of the above.,1,Average
Science,Senior (Grade 11-12),Haloes can be formed either by ________ or ________ of white light.,"Reflection, Reflection and Dispersion","Refraction, Reflection","Refraction, Refraction and Dispersion","Reflection, Refraction and Dispersion","Reflection, Refraction and Dispersion",1,Average
Science,Senior (Grade 11-12),"When light is reflected as it strikes a hexagonal crystal, a ________ halo will be formed.",Colored,Black,No color,White,White,1,Average
Science,Senior (Grade 11-12),Supernumerary bows are formed due to ________ of light.,Dispersion,Refraction,Interference,Reflection,Interference,1,Average
Science,Senior (Grade 11-12),Sundogs are formed due to ________ of light as it enters hexagonal ice crystals.,Scattering,Refraction,Dispersion,Reflection,Refraction,1,Average
Science,Senior (Grade 11-12),Secondary rainbows are formed due to:,"Two refractions, two reflections, and two dispersions","Two refractions, two reflections, and one dispersion","Two refractions, one reflection, and one dispersion","One refraction, one reflection, and one dispersion","Two refractions, two reflections, and one dispersion",1,Average
Science,Senior (Grade 11-12),"In supernumerary rainbows, the extra bands are formed when ________.",The waves are misaligned with each other.,The waves are perpendicular with each other.,The waves are intersecting.,The waves are aligned with each other.,The waves are aligned with each other.,1,Average
Science,Senior (Grade 11-12),Where does the first dispersion of light occurs during the formation of a primary rainbow?,Inside the droplet.,After light exits the droplet.,Before entering the droplet.,There is no dispersion of light in rainbow formation.,Inside the droplet.,1,Average
Science,Senior (Grade 11-12),What is/are the reason/s why the sky is blue and clouds are white?,Diffraction,Scattering,Absorption,Dispersion,Scattering,1,Average
Science,Senior (Grade 11-12),"When light strikes a water droplet in clouds, the light is ________ in different directions.",Dispersed,Scattered,Diffracted,Transmitted,Scattered,1,Average
Science,Senior (Grade 11-12),More droplets hinder the penetration of light to the entire cloud. This results to ________.,a darker cloud,blue cloud,a brighter cloud,yellow cloud,a darker cloud,1,Average
Science,Senior (Grade 11-12),More and bigger water droplets favor the ________ of visible light causing its dark appearance.,Transmission,Diffusion,Scattering,Absorption,Absorption,1,Average
Science,Senior (Grade 11-12),"During sunset, the decrease of violet and blue light in the Earth's atmosphere favors the ________ of red and orange lights.",Absorption,Diffusion,Transmission,Scattering,Transmission,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE?,The clouds appear white because the water droplets transmit all the colors of the visible light.,The clouds appear white because the water droplets scatter all colors of the visible light.,The clouds appear white because the water droplets absorb all the colors of the visible light.,The clouds appear white because it is made up of white particles.,The clouds appear white because the water droplets scatter all colors of the visible light.,1,Average
Science,Senior (Grade 11-12),Why blue and violet lights decrease as they reach the earth's atmosphere during sunset?,Because of absorption as the lights travel towards the earth.,Because of scattering as the lights travel towards the earth.,Because of transmission as the lights travel towards the earth.,Because of reflection as the lights travel towards the earth.,Because of scattering as the lights travel towards the earth.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are FALSE?,Rain clouds are darker than ordinary clouds because they contain more water droplets.,"Since rain clouds have more and bigger droplets, most of the light is scattered.","Since most of the light is absorbed, rain clouds appear dark.",More and larger droplets hinder the light from the sun to penetrate the entire cloud.,"Since rain clouds have more and bigger droplets, most of the light is scattered.",1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE?,"The sky is blue because gas particles scatters light where blue and violet are scattered the most, while red the least.",The sky is blue because it reflects the color of the oceans.,The sky is blue because gas particles absorbed other colors.,The sky is blue because it is composed of bluish particles.,"The sky is blue because gas particles scatters light where blue and violet are scattered the most, while red the least.",1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE?,"During sunset, the sun rays reach the earth at a longer period of time, thus, more red and orange lights are absorbed before the light reach the earth.","During sunset, the sun rays reach the earth at a longer period of time, thus, more red and orange lights are scattered before the light reach the earth.","During sunset, the sun rays reach the earth at a longer period of time, thus, more violet and blue lights are absorbed before the light reach the earth.","During sunset, the sun rays reach the earth at a longer period of time, thus, more violet and blue lights are scattered before the light reach the earth.","During sunset, the sun rays reach the earth at a longer period of time, thus, more violet and blue lights are scattered before the light reach the earth.",1,Average
Science,Senior (Grade 11-12),Lightning is a form of ________.,static electricity,magnet,fire,non-static electricity,static electricity,1,Average
Science,Senior (Grade 11-12),Two balls were suspended on the ceiling separated by a distance. One of the balls is positively charge while the other one is negatively charged. What will happen to the ball?,they will move closer to each other,they will move away from each other,they will remain in their position,they will swing parallel to each other,they will move closer to each other,1,Average
Science,Senior (Grade 11-12),How is the lightning rod connected to the ground?,through radiation,through a non-conducting wire,through a conducting wire,through glass tubes,through a conducting wire,1,Average
Science,Senior (Grade 11-12),How is the force between two objects related to the separation distance between them?,direct proportion,direct square proportion,inverse-square proportion,inverse proportion,inverse-square proportion,1,Average
Science,Senior (Grade 11-12),What happens to the electric force between two charges when one of the charges is reduced to half?,Reduced to 1/2,Reduced to 1/4,Twice the original,Still the same,Reduced to 1/2,1,Average
Science,Senior (Grade 11-12),What happens to the electric force between two charges when separation distance is increased to twice its original value?,Still the same,Reduced to 1/4,Reduced to 1/2,Twice the original,Reduced to 1/4,1,Average
Science,Senior (Grade 11-12),"In the torsion balance experiment by Coulomb, he used ________ in determining the force between two charges.",Torsion speed,Torsion length,Torsion mass,Torsion angle,Torsion angle,1,Average
Science,Senior (Grade 11-12),What happened when Franklin placed his free hand near the metal key after the kite was struck by lightning?,He received a shock.,He was electrocuted.,He was unaffected by the negative charges.,His hand was burnt.,He received a shock.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,The electric repulsion decreases when the charge on the particles are increased.,There is no electric repulsion when the two particles are charged.,The electric repulsion increases when the charge on the particles are decreased.,There is no electric repulsion when the two particles are not charged.,There is no electric repulsion when the two particles are not charged.,1,Average
Science,Senior (Grade 11-12),The following statements are false EXCEPT:,The electric force is directly proportional to the square of the separation.,The electric force is directly proportional to the product of the charges.,"When only one of the particles is charged, there is no repulsion between two particles.","When two particles are charged, there is no repulsion between them.",The electric force is directly proportional to the product of the charges.,1,Average
Science,Senior (Grade 11-12),"According to the Biot-Savart Law, the change in magnetic field is ________ proportional to the square of the distance from the moving charge",inversely,direct square,directly,inverse square,inversely,1,Average
Science,Senior (Grade 11-12),"According to Faraday, changing magnetic field can induce ________.",Magnet,Charge,Voltage,Resistance,Voltage,1,Average
Science,Senior (Grade 11-12),What is the direction of the electric field line around a single negative charge?,Towards the charge,Away from the charge,Radially Inward,Radially Outward,Towards the charge,1,Average
Science,Senior (Grade 11-12),Where does the Biot-Savart Law relate magnetic field?,current; electric field,electric field; distance between two charges,distance between magnetic field and the moving charge; current,distance between magnetic field and the moving charge; electric field,distance between magnetic field and the moving charge; current,1,Average
Science,Senior (Grade 11-12),What will happen to the induced voltage when the number of coils in the wire is increased twice the original while keeping the other variables constant?,Still the same,Reduced to 1/4,Reduced to 1/2,Twice the original,Twice the original,1,Average
Science,Senior (Grade 11-12),"In Oersted's experiment, the direction of the deflection of the needle depends on ________.",current,length of wire,thickness of the wire,magnetic field,current,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE?,"For dipole, the electric field lines near the negative charge are radially outward","For dipole, the electric field lines near the positive charge are radially inward while","At the region near two negative charges of equal magnitude, the electric field lines are not radial and equally spaced.","At the region near two positive charges of equal magnitude, the electric field lines are radial and equally spaced.","At the region near two positive charges of equal magnitude, the electric field lines are radial and equally spaced.",1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE?,Magnetic field is induced my when a magnet is inside a coil.,Voltage is induced by moving the magnet in and out of the coil.,Voltage is induced because of the galvanometer connected to the coil.,Magnetic field is induced when there is a galvanometer connected to the coil.,Voltage is induced by moving the magnet in and out of the coil.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE about Oersted's experiment?,The orientation of the compass is parallel to the wire.,"When current is not applied to the wire, the compass needle deflected.",The orientation of the compass is perpendicular to the wire.,"When current is applied to the wire, the compass needle did not deflect.",The orientation of the compass is parallel to the wire.,1,Average
Science,Senior (Grade 11-12),Maxwell discovered that light is a/an ________.,Radio wave,Electromagnetic wave,Magnetic wave,Electric wave,Electromagnetic wave,1,Average
Science,Senior (Grade 11-12),"According to the Maxwell's counterpart of Faraday's Law, changing electric field can induce ________.",Resistance,Charge,Magnetic field,Voltage,Magnetic field,1,Average
Science,Senior (Grade 11-12),"When the amount of current in a wire is increased, the magnitude of magnetic field induced ________.",decreases,is still the same,increases,is reduced to 1/2,increases,1,Average
Science,Senior (Grade 11-12),"In Ampere's experiment, when there is current in the wire, what happen to the compass needles?",All needles were deflected tangent to a circle.,All needles were deflected in the same direction,Some needles pointed north while some needles were deflected,All the needles pointed north,All needles were deflected tangent to a circle.,1,Average
Science,Senior (Grade 11-12),"Which Law/Principle states that ""There is no purely electric nor purely magnetic wave.""",Principle of Induction,Maxwell's Counterpart of Faraday's Law,Ampere's Law,Ampere-Maxwell's Law,Principle of Induction,1,Average
Science,Senior (Grade 11-12),How did Maxwell discover that light is an electromagnetic wave?,he measured the amplitude of electromagnetic wave,he measured the speed of electromagnetic wave,he measured the wavelength of electromagnetic wave,he measured the frequency of electromagnetic wave,he measured the speed of electromagnetic wave,1,Average
Science,Senior (Grade 11-12),The following shows the difference between Oersted's and Ampere's experiment EXCEPT,number of compass needles,number of wires,orientation of the wire with respect to the compass needle,orientation of the compass needles with respect to the wire,number of wires,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE?,The induced magnetic is parallel to the direction of the electric field.,"As the rate of the change in electric field increases, the magnetic field decreases.",Magnetic is induced in a region where there is unchanging electric field.,"As the rate of the change in electric field increases, the magnetic field increases.","As the rate of the change in electric field increases, the magnetic field increases.",1,Average
Science,Senior (Grade 11-12),Which of the following is/are included in Maxwell's equations?,Ampere-Maxwell's Law and Ampere's Law,Faraday's Law and Ampere-Maxwell's Law,Principle of Induction and Faraday's Law,Ampere's Law and Principle of Induction,Faraday's Law and Ampere-Maxwell's Law,1,Average
Science,Senior (Grade 11-12),"In Hertz's experiment, he was able to prove ________.",Ampere's hypothesis,Faraday's hypothesis,Maxwell's hypothesis,Oersted's hypothesis,Maxwell's hypothesis,1,Average
Science,Senior (Grade 11-12),Why was there a gap between the two electrodes?,to determine if electromagnetic wave is produced,to determine if magnetic force is produced,to determine if electric wave is produced,None of the choices.,to determine if electromagnetic wave is produced,1,Average
Science,Senior (Grade 11-12),How does the sparks observed in the experiment produced electromagnetic waves?,None of the choices.,Both statements.,the motion of the sparks caused change in magnetic field,the motion of the sparks caused change in electric field,Both statements.,1,Average
Science,Senior (Grade 11-12),The two electrodes in the transmitter are/have ________.,both positively charged,one positively charged and one negatively charged,not charged,both negatively charged,one positively charged and one negatively charged,1,Average
Science,Senior (Grade 11-12),What causes the difference in charges of the two electrodes?,resistance from the coil,the spark between them,voltage surge provided by the coil,induced magnetic field,voltage surge provided by the coil,1,Average
Science,Senior (Grade 11-12),How are radio waves created?,by oscillation of magnets in radio antennas,by oscillation of electric wave in radio antennas,by oscillation of electric current in radio antennas,by oscillation of magnetic wave in radio antennas,by oscillation of electric current in radio antennas,1,Average
Science,Senior (Grade 11-12),"When voaltage is applied to the circuit, which of the following will happened first?",sparks leap through the electrodes of the receiver loop,sparks leap through the coil,sparks leap through the voltage supply,sparks leap through the electrodes of the transmitter,sparks leap through the electrodes of the transmitter,1,Average
Science,Senior (Grade 11-12),The electric current in a radio antenna oscillated at a certain frequency. What is the  frequency of the radio pulse generated?,same as the value of the frequency of oscillation,half of the value of the frequency of oscillation,twice the value of the frequency of oscillatio,there is no radio pulse generated,same as the value of the frequency of oscillation,1,Average
Science,Senior (Grade 11-12),What is the speed of a radio wave?,330 m/s,343.2 m/s,3 x 10^12 m/s,3 x 10^8 m/s,3 x 10^8 m/s,1,Average
Science,Senior (Grade 11-12),Which of the following are properties of a radio wave?,reflection and polarization,conductivity and elasticity,polarization and conductivity,elasticity and reflection,reflection and polarization,1,Average
Science,Senior (Grade 11-12),Which of the following show/s inertial frame of reference?,a train moving and accelerates at 20 kph,a car accelerating at 5 m/s^2,a man standing on the ground,a car moving on a curved path at a constant speed,a man standing on the ground,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,The Maxwell's electromagnetic theory suggests that there is no absolute motion.,The Maxwell's electromagnetic theory is independent on the state of the motion of the observer.,The Newtonian mechanics suggests that there is no absolute motion,The Newtonian mechanics is dependent on the state of the motion of the observer.,The Newtonian mechanics suggests that there is no absolute motion,1,Average
Science,Senior (Grade 11-12),Roemer knew that the speed of light is finite by ________.,Observing the position of Jupiter.,standing on hilltop while holding lantern,timing the eclipses of Jupiter's moon lo.,measuring the distance light from the sun can travel,timing the eclipses of Jupiter's moon lo.,1,Average
Science,Senior (Grade 11-12),A space station emits a beam of light. A pilot of a rocket ship travelled along the direction of this beam. What is the speed of light that the pilot will measure?,3 x 10^8 m/s x the speed of rocket,3 x 10^8 m/s,3 x 10^8 m/s - the speed of rocket,3 x 10^8 m/s + the speed of rocket,3 x 10^8 m/s,1,Average
Science,Senior (Grade 11-12),"In the induction of electromotive, at a frame of reference where the coil is stationary, the electromotive force is induced by ________.",movement of the coil,battery,stationary coil,moving magnets,moving magnets,1,Average
Science,Senior (Grade 11-12),Which frame of reference is more valid in the induction of electromotive?,Reference frame where the magnets are stationary,both are equally valid,Reference frame where the coil is stationary,neither of the two is valid,both are equally valid,1,Average
Science,Senior (Grade 11-12),What did Michelson and Morley change on their experiment?,amount of light,orientation of the apparatus,location of the experiment,color of light,orientation of the apparatus,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are true?,Newtonian mechanics is valid in explaining the behavior of light.,The speed of light increases when the observer is moving in the same direction as the light.,The speed of light is true for any reference frame,Michelson and Morley predicted the speed of light.,The speed of light is true for any reference frame,1,Average
Science,Senior (Grade 11-12),Why is Newtonian mechanics not applicable in the behavior of light?,Because the speed of light depends on the observer,Because light is an electromagnetic wave,Because the speed of light is constant.,Because light is a particle,Because the speed of light is constant.,1,Average
Science,Senior (Grade 11-12),What is time dilation?,None of the choices.,Stopping of time,Speeding up of time,Slowing down of time,Slowing down of time,1,Average
Science,Senior (Grade 11-12),"When two lightning bolts hit both ends of a train cart, a man standing at the platform observed that they hit both ends at the same time. What will the person riding in the middle of the cart observed?",A lightning bolt will not hit the front first.,The two lightning bolts will hit both ends at the same time.,The lightning bolts will not hit the train simultaneously.,A lightning bolt will hit the back first.,The lightning bolts will not hit the train simultaneously.,1,Average
Science,Senior (Grade 11-12),What is the length of a meter stick when it moves at 1 x 10^8 m/s?,0.8165 m,0.8660 m,1.2247 m,1.1547 m,0.8165 m,1,Average
Science,Senior (Grade 11-12),Two events are considered simultaneous if they occur ________.,On the same object,With the same time interval,One after another,At the same time,At the same time,1,Average
Science,Senior (Grade 11-12),What is the time interval measured by an observer moving at 0.5 c when a stationary observer measured it as 20 seconds?,14.1421s,16.3299 s,24.4949 s,28.2842 s,28.2842 s,1,Average
Science,Senior (Grade 11-12),"In the twin paradox, what causes the astronaut to be younger than the twin brother who stayed on Earth?",Time expansion,Time Dilation,Length Contraction,Simultaneity,Time Dilation,1,Average
Science,Senior (Grade 11-12),"As the speed of an object moving at a speed close to the speed of light decreases, what happens to its length?",Increases,still the same,Disappears,Decreases,Increases,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE about length contraction?,Both statements are true.,None of the statements are true.,"As the speed increases, the length decreases","As the speed decreases, the length increases",Both statements are true.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE about time dilation?,None of the statements are true.,"As the speed decreases, the time interval decreases","As the speed increases, the time interval also increases",Both statements are true.,Both statements are true.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE about special relativity and general theories of relativity?,Both statements are true.,Both includes inertial frames of reference.,None of the statements are true.,General theory of relativity includes all inertial frames of reference.,Both statements are true.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE when a light ray enters an accelerating rocket ship?,The person inside the ship will observe that it travels in a curved path.,The person outside the ship will observe that it travels in a straight path.,Both statements are true.,None of the statements are true.,Both statements are true.,1,Average
Science,Senior (Grade 11-12),Which of the following is/are true?,Time is observe to be slow if an object is moving in the opposite direction of gravitational force.,Time is observe to be slow if an object is moving in the direction of gravitational force.,Time is observe to be slow if an object is moving in the direction parallel to gravitational force.,Time is observe to be slow if an object is moving in the direction perpendicular to gravitational force.,Time is observe to be slow if an object is moving in the direction of gravitational force.,1,Average
Science,Senior (Grade 11-12),Consider an observer inside a black hole. Which of the following is correct about the time observed?,He will observed his time to stop.,An outside observer will observe his time stop.,An outside observer will observe his time to be the same.,He will observe his time to be the same.,He will observe his time to be the same.,1,Average
Science,Senior (Grade 11-12),When is it possible to measure the deflection of starlight?,During lunar eclipse,During full moon,During solar eclipse,During day time,During solar eclipse,1,Average
Science,Senior (Grade 11-12),Why is an accelerating frame comparable to gravitational field?,"When an object accelerates, it will attract other objects.","When an object accelerates, it catches up with objects moving at constant speed.","When an object accelerates, it follows a trajectory path.","When an object accelerates, it gains gravitational field.","When an object accelerates, it catches up with objects moving at constant speed.",1,Average
Science,Senior (Grade 11-12),What is gravitational red shift?,increasing of frequencies of electromagnetic wave due to gravitation,shortening of the wavelengths of electromagnetic wave due to gravitation,lengthening of the wavelengths of electromagnetic wave due to gravitation,increasing of frequencies of electromagnetic wave due to gravitation,lengthening of the wavelengths of electromagnetic wave due to gravitation,1,Average
Science,Senior (Grade 11-12),Where does the gravitational red shift depend?,on the location of the object in a gravitational field relative to another,on the mass of the object in a gravitational field relative to another,on the speed of the object in a gravitational field relative to another,on the force of the object in a gravitational field relative to another,on the location of the object in a gravitational field relative to another,1,Average
Science,Senior (Grade 11-12),"According to the principle of equivalence, the observations made in accelerating frames are comparable to ________.",Scalar Field,Magnetic Field,Electric Field,Gravitational Field,Gravitational Field,1,Average
Science,Senior (Grade 11-12),"When the observer is at the surface of the Earth, where can he observe the fastest time?",On the surface of the Sun,On the surface of the star,On the surface of the Earth,On the surface of the moon,On the surface of the Earth,1,Average
Science,Senior (Grade 11-12),Which of the following change/s in a wave during a Doppler Effect?,frequency and amplitude,amplitude and crest,wavelength and frequency,crest and wavelength,wavelength and frequency,1,Average
Science,Senior (Grade 11-12),"When an observer is moving towards the source of wave, what happens to the wave?",the wavelength decreases and frequency decreases,the wavelength increases and the frequency increases,the frequency decreases and the wavelength increases,the frequency increases and the wavelength decreases,the frequency increases and the wavelength decreases,1,Average
Science,Senior (Grade 11-12),"When an observer is moving away from the source of wave, what happens to the wave?",the frequency increases and the wavelength decreases,the wavelength increases and the frequency increases,the wavelength decreases and frequency decreases,the frequency decreases and the wavelength increases,the frequency decreases and the wavelength increases,1,Average
Science,Senior (Grade 11-12),How is Doppler Effect used in measuring speed?,by measuring the distance of a bounced wave,by measuring the amplitude of a bounced wave,by measuring the frequency of a bounced wave,by measuring the change direction of the wave,by measuring the frequency of a bounced wave,1,Average
Science,Senior (Grade 11-12),What does it say about the velocity of an object when the change in frequency is high?,decreasing,the object is not moving,slow,fast,fast,1,Average
Science,Senior (Grade 11-12),"When a rocket ship was at rest, the frequency of the wave measured is 2 x 10^14 Hz. When it was moving, the measured frequency is 3 x 10^14 Hz. What is the speed of the ship?",3 x 10^8 m/s,6 x 10^8 m/s,2 x 10^8 m/s,1.5 x 10^8 m/s,1.5 x 10^8 m/s,1,Average
Science,Senior (Grade 11-12),"A rocket ship is moving at the speed of 0.2 c, the measured frequency is 1 x 10^14 Hz. What is the change in the frequency?",0.83 x 10^14 Hz,0.27 x 10^14 Hz,1 x 10^14 Hz,0.77 x 10^14 Hz,0.27 x 10^14 Hz,1,Average
Science,Senior (Grade 11-12),"When at rest, the measured frequency is 5 x 10^10 Hz. When moving the measured frequency  became 1 x 10^11 Hz. This example shows ________.",Radar Ranging,Cepheids,Red-shift,Blue-shift,Blue-shift,1,Average
Science,Senior (Grade 11-12),"In the Cosmic Distance Ladder, what is used for measuring the distances of nearby stars?",Parallax,Cepheids,Radar Ranging,Main-Sequence Fitting,Parallax,1,Average
Science,Senior (Grade 11-12),"In the Cosmic Distance Ladder, what is used for measuring the distances of nearby galaxy?",Main-Sequence Fitting,Cepheids,Parallax,Radar Ranging,Cepheids,1,Average
Science,Senior (Grade 11-12),What discovery supported the claim that the universe is expanding?,Galileo's experiment,Hubble's measurement,Newton's Law of universal gravitation,Einstein's theory of special relativity,Hubble's measurement,1,Average
Science,Senior (Grade 11-12),What did Hubble measure to know that we are living in an expanding universe?,Redshifts of galaxies,Age of galaxies,Weight of galaxies,Size of galaxies,Redshifts of galaxies,1,Average
Science,Senior (Grade 11-12),Other solutions to Einstein's General Theory of Relativity suggest that ________.,Lights coming from the objects in the universe are green shifted.,Lights coming from the objects in the universe are blue shifted.,Lights coming from the objects in the universe are not shifted.,Lights coming from the objects in the universe are red shifted.,Lights coming from the objects in the universe are red shifted.,1,Average
Science,Senior (Grade 11-12),What did Hubble expect when he measured the redshifts of galaxies?,Galaxies are not really moving at all,Less galaxies are moving away from the earth,More galaxies are moving away from the earth,Equal number of galaxies are moving away and towards the earth,Equal number of galaxies are moving away and towards the earth,1,Average
Science,Senior (Grade 11-12),"Assuming that the universe is static, when Einstein's General Theory of Relativity is applied, the result will suggest that the universe is ________.",contracting and expanding,remains unchanged,moving and expanding,changing and moving,contracting and expanding,1,Average
Science,Senior (Grade 11-12),"As galaxies get farther from the earth, redshift ________.",Decreases,increases,Remains the same,Decreases twice,increases,1,Average
Science,Senior (Grade 11-12),How do we know that we live in an expanding universe?,Equal number of galaxies are moving away and towards us.,Galaxies remained on their places.,Galaxies are moving towards us.,Galaxies are moving away from us.,Galaxies are moving away from us.,1,Average
Science,Senior (Grade 11-12),"According to Olbers, if the universe is ________, there will be no dark areas in the sky.",finite,definite,measurable,infinite,infinite,1,Average
Science,Senior (Grade 11-12),"From Newton's law of universal gravitation, the universe will collapse if it is ________.",infinite,definite,finite,unmeasurable,finite,1,Average
Science,Senior (Grade 11-12),Farther galaxies move ________ away from the earth than closer galaxies.,average,constant,faster,slower,faster,1,Average
Science,Senior (Grade 11-12),Which of the following is/are indirect method of detecting extrasolar planets?,Transit Method and Doppler Technique,Doppler Technique and Modified interferometry,Modified interferometry and Gravitational Microlensing,Gravitational Microlensing and Transit Method,Transit Method and Doppler Technique,1,Average
Science,Senior (Grade 11-12),It is the most widely used method in detecting the existence of an extrasolar planet.,Observation through telescope,Direct Imaging,Transit Method,Doppler Technique,Doppler Technique,1,Average
Science,Senior (Grade 11-12),Changes in the ________ of a host star determines the presence of another heavenly body such as an exoplanet.,light spectrum,speed of rotation,composition,mass,light spectrum,1,Average
Science,Senior (Grade 11-12),Which of the following is a definition of an extrasolar or exoplanet?,A planet that is orbiting the sun that is not yet discovered.,A planet that orbits a star other than the Sun.,"A planet that orbits two host star, the Sun and another smaller star.",A planet that has the same characteristics as Earth.,A planet that orbits a star other than the Sun.,1,Average
Science,Senior (Grade 11-12),Which of the following is/are TRUE about Doppler Technique?,"If the shift in the Doppler shifts of a host star is small, it means that the extrasolar planet does not exert a pull/thug to its host star.","If the shift in the Doppler shifts of a host star is greater, an exoplanet exerts a greater pull/thug to its host star.",Doppler shifts are measured using a prism-like instrument called spectograph.,A change in the Doppler shift of a host star is not affected by the size of an exoplanet or stellar object orbiting it.,Doppler shifts are measured using a prism-like instrument called spectograph.,1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are TRUE?,Change in Doppler shift of a host star is due to the effect of the Sun's gravitational pull/thug to a neighboring exoplanet.,Change in Doppler shift of a host star is due to the interaction of an exoplanet with its neighboring stars.,Change in the Doppler shift of a host star is due to the gravitational pull/thug exerted by an extrasolar planet.,Change in the Doppler shift of a host star is due to the interaction of particles in the outer layer of the host star and the exoplanet.,Change in the Doppler shift of a host star is due to the gravitational pull/thug exerted by an extrasolar planet.,1,Average
Science,Senior (Grade 11-12),What is an astronomical transit?,"An event in which an object in space passes in front of another, partially covering it from view.",An event in space in which an astronomical object casts a shadow on another smaller object completely blocking it from view.,Both B and C,An event in space in which an astronomical object is obscured from view.,"An event in which an object in space passes in front of another, partially covering it from view.",1,Average
Science,Senior (Grade 11-12),Which of the following statements is/are NOT TRUE about transit method?,Another name for this method is Transit Photometry.,Transit Method is a direct way of detecting an exoplanet.,The periodic change in the brightness of a star is caused by an extrasolar planet orbiting it.,The change in the brightness of a star can be measured during a transit event.,Transit Method is a direct way of detecting an exoplanet.,1,Average
Science,Senior (Grade 11-12),A blue shift in the Doppler shifts of a host star indicates that ________.,star stays away from the exoplanet,star is moving together with the exoplanet,star is moving away from the exoplanet,star is moving towards the exoplanet,star is moving towards the exoplanet,1,Average
